pol_id;cand_wp19;cand_titel;cand_firstname;cand_praefix;cand_lastname;cand_birth_year;cand_sex;cand_party;cand_fed_state;cand_ll_rank;cand_wk;wp_19_direct_result;cand_website;cand_blog;cand_facebook;cand_twitter;cand_instagram;cand_youtube;cand_googleplus;cand_other_links;wp_18;wp_18_exc;wp_19;wp_19_exc;fb_identifier;fb_type;fb_sample
721;1;;Vera;;Huber;;2;CDU;Baden-Württemberg;34;;;;;;;;;;;0;;0;;305715759594123;page;1
722;1;;Nicolas;;Zippelius;;1;CDU;Baden-Württemberg;35;;;;;nicolas.zippelius;;;;;;0;;0;;nicolas.zippelius;private;0
723;1;;Sabine;;Maier;;2;CDU;Baden-Württemberg;36;;;;;;;;;;;0;;0;;;no fb;0
724;1;;Oliver Peter;;Zander;;1;CDU;Baden-Württemberg;37;;;;;oliver.zander.104;;;;;;0;;0;;oliver.zander.104;private;0
725;1;;Claudia;;Manke;;2;CDU;Baden-Württemberg;38;;;;;;;;;;;0;;0;;;no fb;0
726;1;;Olesja;;Rudi;;2;CDU;Baden-Württemberg;39;;;;;olesja.rudi;;;;;;0;;0;;olesja.rudi;private;0
727;1;;Nzimbu;;Mpanu-Mpanu-Plato;;2;CDU;Baden-Württemberg;40;;;;;cathynzimbu.mpanumpanuplato;;;;;;0;;0;;cathynzimbu.mpanumpanuplato;private;0
728;1;;Simon;;Klaiber;;1;CDU;Baden-Württemberg;41;;;;;;;;;;;0;;0;;;no fb;0
729;1;;Maximilian;;Mörseburg;;1;CDU;Baden-Württemberg;42;;;;;mrmorseburg;;;;;;0;;0;;mrmorseburg;private;0
730;1;;Pascale;;Peukert;;1;CDU;Baden-Württemberg;43;;;;;;;;;;;0;;0;;;no fb;0
731;1;Prof. ;Manfred;;Kühne;;1;CDU;Baden-Württemberg;44;;;;;;;;;;;0;;0;;;no fb;0
732;1;;Marieluise-Anelie;;Bethke;;2;CDU;Baden-Württemberg;45;;;;;;;;;;;0;;0;;;no fb;0
733;1;;Alice;;Dorison;;2;CDU;Baden-Württemberg;46;;;;;alice.dorison;;;;;;0;;0;;alice.dorison;private;0
734;1;;Carsten;;Mohrhardt;;1;CDU;Baden-Württemberg;47;;;;;;;;;;;0;;0;;;no fb;0
735;1;;Deniz Salahdin;;Koban;;1;CDU;Baden-Württemberg;48;;;;;100008444402651;;;;;;0;;0;;100008444402651;user;1
736;1;;Heike;;Schäfer-Gehring;;2;CDU;Baden-Württemberg;49;;;;;;;;;;;0;;0;;;no fb;0
737;1;;Manuela;;Jungmann;;2;CDU;Baden-Württemberg;50;;;;;;;;;;;0;;0;;;no fb;0
738;1;;Alexandra;;Baur;;2;CDU;Baden-Württemberg;51;;;;;alexandra.baur.3;;;;;;0;;0;;alexandra.baur.3;private;0
739;1;;Katharina;;Burger;;2;CDU;Baden-Württemberg;52;;;;;;;;;;;0;;0;;276160879123984;page;1
740;1;;Magnus;;Welsch;;1;CDU;Baden-Württemberg;53;;;;;;;;;;;0;;0;;;no fb;0
741;1;;Silke;;Schmidt;;2;CDU;Baden-Württemberg;54;;;;;;;;;;;0;;0;;;no fb;0
742;1;;Eva;;Baron;;2;CDU;Baden-Württemberg;55;;;;;eva.baron.7;;;;;;0;;0;;eva.baron.7;private;0
743;1;;Theresia;;Lanig;;2;CDU;Baden-Württemberg;56;;;;;theresia.lanig;;;;;;0;;0;;theresia.lanig;private;0
744;1;;Axel;;Häberle;;1;CDU;Baden-Württemberg;57;;;;;;;;;;;0;;0;;;no fb;0
745;1;;Josef;;Manz;;1;CDU;Baden-Württemberg;58;;;;;;;;;;;0;;0;;;no fb;0
746;1;Dr.;Madline;;Gund;;2;CDU;Baden-Württemberg;59;;;;;madline.gund;;;;;;0;;0;;madline.gund;private;0
747;1;;Dominik;;Schloßstein;;1;CDU;Baden-Württemberg;60;;;;;unionsdomi;;;;;;0;;0;;unionsdomi;private;0
748;1;;Leni;;Breymaier;1960;2;SPD;Baden-Württemberg;1;270;;http://www.leni-breymaier.de;;breymaierleni;https://twitter.com/lenibreymaier;http://instagram.com/lenibreymaier;;;;0;;1;0;breymaierleni;page;1
749;1;Dr.;Nils;;Schmid;1973;1;SPD;Baden-Württemberg;6;262;;http://www.nils-schmid.spd.de;;Nils.Schmid.SPD;;;;;;0;;1;0;Nils.Schmid.SPD;page;1
750;1;;Parsa;;Marvi;;1;SPD;Baden-Württemberg;18;271;;http://marvi2017.de;;;;;;;;0;;0;;487909931261312;page;1
751;1;;Macit;;Karaahmetoglu;;1;SPD;Baden-Württemberg;22;265;;;;;;;;;;0;;0;;197843980339458;page;1
752;1;;Stiliani;;Kirgiane-Efremidou;;2;SPD;Baden-Württemberg;23;295;;;;StellaKirgianeEfremidou;;;;;;0;;0;;StellaKirgianeEfremidou;page;1
753;1;;Julien;;Bender;;1;SPD;Baden-Württemberg;24;281;;;;;;;;;;0;;0;;650889958427112;page;1
754;1;;Jasmina;;Hostert;;2;SPD;Baden-Württemberg;25;260;;https://jasmina-hostert.spd.de/;;jasmina.hostert;https://twitter.com/jasminahostert;https://www.instagram.com/jasminahostert/;;;;0;;0;;jasmina.hostert;page;1
755;1;;Jens;;Löw;;1;SPD;Baden-Württemberg;26;286;;;;;;;;;;0;;0;;445717948846735;page;1
756;1;;Rebecca;;Hummel;;2;SPD;Baden-Württemberg;27;289;;;;;;;;;;0;;0;;462305683832340;page;1
757;1;;Leon;;Hahn;;1;SPD;Baden-Württemberg;28;293;;http://www.leon-hahn;;LeonHahn2017;https://twitter.com/leonhahn;http://instagram.com/hahnleon;;;;0;;0;;LeonHahn2017;page;1
758;1;;Nezaket;;Yildirim;;2;SPD;Baden-Württemberg;29;278;;;;nezaket.yildirim.399;;;;;;0;;0;;nezaket.yildirim.399;private;0
759;1;Dr.;Michael;;Jantzer;;1;SPD;Baden-Württemberg;30;259;;http://michael-jantzer.de;;michaeljantzerspd;https://twitter.com/michael_jantzer;;;;;0;;0;;michaeljantzerspd;page;1
760;1;;Heike;;Engelhardt;;2;SPD;Baden-Württemberg;31;294;;http://heike-engelhardt.de;;heike.engelhardt;;http://instagram.com/heike.engelhardt;;;;0;;0;;heike.engelhardt;private;0
761;1;;Tobias;;Volz;;1;SPD;Baden-Württemberg;32;287;;http://www.tobias-volz.de;;VolzTobias;;;;;;0;;0;;VolzTobias;page;1
762;1;;Regina;;Rapp;;2;SPD;Baden-Württemberg;33;261;;http://www.regina-rapp.de;;ReginaRappSPD;;http://instagram.com/rapp_regina;;;;0;;0;;ReginaRappSPD;page;1
763;1;;Patrick;;Diebold;;1;SPD;Baden-Württemberg;34;272;;http://www.diebold2017.de;;diebold2017;;http://instagram.com/diebold2017;;;;0;;0;;1387776364576640;private;0
764;1;;Sybille;;Mack;;2;SPD;Baden-Württemberg;35;264;;;;sybille.mack.spd;;;;;;0;;0;;sybille.mack.spd;page;1
765;1;;Georg;;Sattler;;1;SPD;Baden-Württemberg;36;285;;;;;;;;;;0;;0;;213883339088353;page;1
766;1;;Jonas;;Hoffmann;;1;SPD;Baden-Württemberg;37;282;;;;jonashoffmann2017;;;;;;0;;0;;jonashoffmann2017;page;1
767;1;;Thomas;;Utz;;1;SPD;Baden-Württemberg;38;266;;https://unserutz.de;;unserUTZ;https://twitter.com/unserUTZ;https://www.instagram.com/unserutz/;;;;0;;0;;unserUTZ;page;1
768;1;;Ralph;;Niemeyer;;1;SPD;Baden-Württemberg;39;;;;;;;;;;;0;;0;;;no fb;0
770;1;Dr.;Anna;;Christmann;1983;2;GRÜNE;Baden-Württemberg;11;259;;;;;;;;;;0;;1;0;1167625756623830;page;1
771;1;Dr.;Danyal;;Bayaz;1983;1;GRÜNE;Baden-Württemberg;12;278;;;;;;;;;;0;;1;0;203641949789717;page;1
772;1;;Margit;;Stumpp;1963;2;GRÜNE;Baden-Württemberg;13;270;;http://margit-stumpp.de;;stumpp2017;;;;;;0;;1;0;stumpp2017;page;1
773;1;;Gerhard;;Zickenheiner;;1;GRÜNE;Baden-Württemberg;14;282;;;;zickenheinergerhard;;;;;;0;;0;;zickenheinergerhard;page;1
774;1;;Charlotte;;Schneidewind-Hartnagel;;1;GRÜNE;Baden-Württemberg;15;276;;;;charlotteschneidewindhartnagel;;;;;;0;;0;;charlotteschneidewindhartnagel;private;0
775;1;;Marcel;;Emmerich;;1;GRÜNE;Baden-Württemberg;16;291;;;;marcelemmerich;;;;;;0;;0;;marcelemmerich;private;0
776;1;;Andrea;;Sieber;;2;GRÜNE;Baden-Württemberg;17;264;;http://www.andreasieber.de;;andrea.sieber.3;https://twitter.com/andreasieber01;;;;;0;;0;;andrea.sieber.3;private;0
777;1;;Tobias B.;;Bacherle;;1;GRÜNE;Baden-Württemberg;18;260;;http://www.tbbacherle.eu;http://www.tbbacherle.eu/neuigkeiten;tbbacherle;https://twitter.com/tbbacherle;http://www.instagram.com/tbbacherle;https://www.youtube.com/channel/UC4XuIQcJ8HZuwBR050-xHag;;http://www.snapchat.com/add/tbbacherle;0;;0;;tbbacherle;page;1
778;1;;Catherine;;Kern;;2;GRÜNE;Baden-Württemberg;19;266;;;;catherinekerngruene;;;;;;0;;0;;catherinekerngruene;page;1
779;1;;Dietrich;;Burchard;;1;GRÜNE;Baden-Württemberg;20;263;;;;dietrich.burchard;;;;;;0;;0;;dietrich.burchard;private;0
780;1;;Melanie;;Lang;;2;GRÜNE;Baden-Württemberg;21;269;;;;mlangbk;;;;;;0;;0;;mlangbk;page;1
781;1;;Markus;;Rasp;;1;GRÜNE;Baden-Württemberg;22;283;;;;100015352473214;;;;;;0;;0;;100015352473214;user;1
782;1;;Ingrid;;Hönlinger;;2;GRÜNE;Baden-Württemberg;23;265;;;;ingrid.honlinger;;;;;;0;;0;;ingrid.honlinger;private;0
783;1;;Norbert;;Großklaus;;1;GRÜNE;Baden-Württemberg;24;284;;;;IhrKandidatDerOrtenau;;;;;;0;;0;;IhrKandidatDerOrtenau;page;1
784;1;;Stephanie;;Reinhold;;2;GRÜNE;Baden-Württemberg;25;261;;;;;;;;;;0;;0;;189278928222218;page;1
785;1;;Manuel;;Hummel;;1;GRÜNE;Baden-Württemberg;26;273;;http://www.manuel-hummel.eu;;;;;;;;0;;0;;;no fb;0
786;1;;Katrin;;Lechler;;2;GRÜNE;Baden-Württemberg;27;279;;http://katrin-lechler.de/;;;;;;;;0;;0;;;no fb;0
787;1;;Ulrich Martin;;Drescher;;1;GRÜNE;Baden-Württemberg;28;288;;http://www.umd.de;;umd.de;;;;;;0;;0;;umd.de;private;0
788;1;;Michaela;;Schorpp;;2;GRÜNE;Baden-Württemberg;29;;;;;;;;;;;0;;0;;;no fb;0
789;1;;Andreas;;Kubesch;;1;GRÜNE;Baden-Württemberg;30;280;;http://www.andreas-kubesch.de;;100014785362974;;;;;;0;;0;;100014785362974;user;1
790;1;Dr.;Anja;;Reinalter;;2;GRÜNE;Baden-Württemberg;31;292;;http://www.reinalter.info;;anja.re.1650;;;;;;0;;0;;anja.re.1650;private;0
791;1;;Volker;;Goerz;;1;GRÜNE;Baden-Württemberg;32;286;;;;VolkerGoerz;;;;;;0;;0;;VolkerGoerz;private;0
792;1;;Leonie;;Wolf;;2;GRÜNE;Baden-Württemberg;33;;;;;leonie.wolf.965;;;;;;0;;0;;leonie.wolf.965;private;0
793;1;;Martin;;Schmeding;;1;GRÜNE;Baden-Württemberg;34;287;;http://www.martinschmeding.de;;MartinSchmeding;https://twitter.com/GrueneSchmeding;;MartinSchmeding;;"http://www.gruene-konstanz.de; http://www.gruene-singen.de";0;;0;;MartinSchmeding;no fb;0
794;1;;Ella;;Müller;;2;GRÜNE;Baden-Württemberg;35;;;;;;;;;;;0;;0;;;no fb;0
795;1;;Markus;;Böhlen;;1;GRÜNE;Baden-Württemberg;36;293;;;;;;;;;;0;;0;;543328732450226;page;1
796;1;;Monika;;Barz;;2;GRÜNE;Baden-Württemberg;37;;;;;;;;;;;0;;0;;;no fb;0
797;1;;Hubert;;Nowack;;1;GRÜNE;Baden-Württemberg;38;285;;http://www.hubertnowack.de;;Bundestagskandidat.hubert.nowack;;;;;;0;;0;;Bundestagskandidat.hubert.nowack;page;1
798;1;;Nele;;Schönau;;2;GRÜNE;Baden-Württemberg;39;;;;;;;;;;;0;;0;;;no fb;0
799;1;;Erwin;;Feucht;;1;GRÜNE;Baden-Württemberg;40;295;;https://www.erwin-feucht.com;;ErwinFeucht.Gruen;;;;;;0;;0;;ErwinFeucht.Gruen;page;1
800;1;;Bernd;;Riexinger;1955;1;DIE LINKE;Baden-Württemberg;1;259;;;;;;;;;;0;;1;0;151260125059312;page;1
801;1;;Gökay;;Akbulut;1982;2;DIE LINKE;Baden-Württemberg;3;275;;;;gokay.akbulut.146;;;;;;0;;1;0;gokay.akbulut.146;page;1
802;1;;Tobias;;Pflüger;1965;1;DIE LINKE;Baden-Württemberg;4;281;;http://www.tobias-pflueger.de;;tpflueger;https://twitter.com/tpflueger/;;;;;0;;1;0;tpflueger;page;1
803;1;;Jessica;;Tatti;1981;2;DIE LINKE;Baden-Württemberg;5;289;;;;tatti.jessica;;;;;;0;;1;0;tatti.jessica;private;0
804;1;;Michel;;Brandt;1990;1;DIE LINKE;Baden-Württemberg;6;271;;http://www.die-linke-karlsruhe.de;https://mitmichel.wordpress.com;michel.brandt.linke;https://twitter.com/mb_hb @MIT_MICHEL;;;;;0;;1;0;michel.brandt.linke;page;1
805;1;;Claudia;;Haydt;;2;DIE LINKE;Baden-Württemberg;7;293;;http://www.die-linke-bodensee.de/;;HaydtClaudia;https://twitter.com/chaydt;http://instagram.com/clahaydt;;;;0;;0;;HaydtClaudia;page;1
806;1;;Alexander;;Relea-Linder;;1;DIE LINKE;Baden-Württemberg;8;269;;;;100010470192146;;;;;;0;;0;;100010470192146;user;1
807;1;;Sahra;;Mirow;;2;DIE LINKE;Baden-Württemberg;9;274;;http://dielinke-hd.de/;;;;;;;;0;;0;;191901564300256;page;1
808;1;;Alexander;;Kauz;;1;DIE LINKE;Baden-Württemberg;10;283;;;;;;;;;;0;;0;;759845500816147;page;1
809;1;;Johanna;;Tiarks;;2;DIE LINKE;Baden-Württemberg;11;258;;http://johanna-tiarks.de;;johanna.tiarks;;;;;;0;;0;;johanna.tiarks;page;1
810;1;;Ecevit;;Emre;;1;DIE LINKE;Baden-Württemberg;12;;;;;Ecevit-Emre-116520782293787;;;;;;0;;0;;Ecevit-Emre-116520782293787;private;0
811;1;;Saskia;;Jürgens;;2;DIE LINKE;Baden-Württemberg;13;270;;;;;;;;;;0;;0;;234547446970454;page;1
812;1;;Peter;;Schimke;;1;DIE LINKE;Baden-Württemberg;14;265;;http://linke-bw.de/wk265/;;schimke.peter;;;;;;0;;0;;schimke.peter;page;1
813;1;;Ursula;;Beck;;2;DIE LINKE;Baden-Württemberg;15;;;;;;;;;;;0;;0;;;no fb;0
814;1;;Werner;;Zieger;;1;DIE LINKE;Baden-Württemberg;16;278;;;;werner.zieger.dielinke;;;;;;0;;0;;werner.zieger.dielinke;page;1
815;1;;Michael;;Theurer;1967;1;FDP;Baden-Württemberg;1;271;;;;;;;;;;0;;1;0;386021434908185;page;1
816;1;;Judith;;Skudelny;1975;2;FDP;Baden-Württemberg;2;258;;;;Judith-Skudelny;;;;;;0;;1;0;Judith-Skudelny;private;0
817;1;;Michael Georg;;Link;1963;1;FDP;Baden-Württemberg;3;267;;;;Michael-Georg-Link;;;;;;0;;1;0;Michael-Georg-Link;private;0
818;1;;Pascal;;Kober;1971;1;FDP;Baden-Württemberg;4;289;;;;PascalKoberFDP;;;;;;0;;1;0;PascalKoberFDP;page;1
819;1;Dr.;Florian;;Toncar;1979;1;FDP;Baden-Württemberg;5;260;;http://www.toncar.de;;FlorianToncar2017;https://twitter.com/florian_toncar;;;;http://www.politik-fuer-dich.de;0;;1;0;FlorianToncar2017;page;1
820;1;Dr.;Marcel;;Klinge;1980;1;FDP;Baden-Württemberg;6;286;;;;;;;;;;0;;1;0;519745878225472;page;1
821;1;;Renata;;Alt;1965;2;FDP;Baden-Württemberg;7;262;;http://renata-alt.de;;AltRenata;;;;;;0;;1;0;AltRenata;page;1
822;1;;Benjamin;;Strasser;1987;1;FDP;Baden-Württemberg;8;294;;http://www.benjamin-strasser.de;;strasser.fdp;https://twitter.com/bstrasser;https://www.instagram.com/bstrasser;;;;0;;1;0;strasser.fdp;page;1
823;1;Dr.;Jens;;Brandenburg;1986;1;FDP;Baden-Württemberg;9;277;;http://www.jens-brandenburg.de;;JensBrandenburgFDP;https://twitter.com/JBrandenburgFDP;;;;;0;;1;0;JensBrandenburgFDP;page;1
824;1;Dr.;Christoph;;Hoffmann;1957;1;FDP;Baden-Württemberg;10;282;;http://www.christoph-hoffmann.info;;dr.christoph.hoffmann.fdp;;;;;;0;;1;0;dr.christoph.hoffmann.fdp;page;1
825;1;;Alexander;;Kulitz;1981;1;FDP;Baden-Württemberg;11;291;;;;;;;;;;0;;1;0;232363686957754;page;1
826;1;Dr.;Christian;;Jung;1977;1;FDP;Baden-Württemberg;12;272;;;;christianjungfdp;;;;;;0;;1;0;christianjungfdp;page;1
827;1;Dr.;Christopher;;Gohl;;1;FDP;Baden-Württemberg;13;290;;http://www.christopher-gohl.de;;loffergohl;https://twitter.com/lofferg;https://www.instagram.com/loffer4bundestag/;;;;0;;0;;loffergohl;page;1
828;1;;Stefanie;;Knecht;;2;FDP;Baden-Württemberg;14;265;;http://www.stefanieknecht.de;;Stefanie.Knecht.FDP;;;https://www.youtube.com/watch?v=bt3eu-Jgy-w;;"http://www.fdp.de/denkenwirneu - das Wahlprogramm der Freien Demokraten; http://www.fdp-bw.de - die Homepage der Freien Demokraten Baden-Württemberg";0;;0;;Stefanie.Knecht.FDP;page;1
829;1;;Janis;;Wiskandt;;2;FDP;Baden-Württemberg;15;279;;;;janis.wiskandt;;;;;;0;;0;;janis.wiskandt;private;0
830;1;;Daniel;;Poznanski;;1;FDP;Baden-Württemberg;16;288;;http://daniel-poznanski.de/;;;https://twitter.com/DanielPoznanski;;;;;0;;0;;50979599625;page;1
831;1;;Marcel;;Aulila;;1;FDP;Baden-Württemberg;17;285;;;;;;;;;;0;;0;;819739361387680;page;1
832;1;;Lisa;;Walter;;2;FDP;Baden-Württemberg;18;264;;;;;;;;;;0;;0;;225176351293219;page;1
833;1;;Carina;;Schmidt;;2;FDP;Baden-Württemberg;19;276;;http://www.carina-schmidt-fdp.de;;schmidt.fdp;;;;;;0;;0;;schmidt.fdp;page;1
834;1;Dr.;Adrian;;Hurrle;;1;FDP;Baden-Württemberg;20;281;;https://www.adrian-hurrle.de;;;;;;;;0;;0;;751536141624735;page;1
835;1;;Dennis;;Nusser;;1;FDP;Baden-Württemberg;21;274;;http://dennis-nusser.de/;;nusserfdp;https://twitter.com/dennisnusser;http://instagram.com/dennisnusser/;;;;0;;0;;nusserfdp;page;1
836;1;;Tassilo;;Richter;;1;FDP;Baden-Württemberg;22;287;;http://www.tassilo-richter.de;;TassiloRichterFDP2017;;;;;;0;;0;;TassiloRichterFDP2017;page;1
837;1;;Valentin Christian;;Abel;;1;FDP;Baden-Württemberg;23;268;;http://www.valentin-abel.de;;valentinabel.fdp;https://twitter.com/Valentin_C_Abel;https://www.instagram.com/valentin_christian_abel/;;;;0;;0;;valentinabel.fdp;page;1
838;1;;Dirk;;Mrotzeck;;1;FDP;Baden-Württemberg;24;295;;;;dirk.mrotzeck;;;;;;0;;0;;dirk.mrotzeck;private;0
839;1;;Florian;;Kußmann;;1;FDP;Baden-Württemberg;25;275;;http://www.florian-kussmann.de;;FlorianKussmannBTW2017;;;;;;0;;0;;FlorianKussmannBTW2017;page;1
840;1;;Ralph;;Zimmermann;;1;FDP;Baden-Württemberg;26;;;;;;;;;;;0;;0;;;no fb;0
841;1;;Silke;;Leber;;2;FDP;Baden-Württemberg;27;270;;https://www.silke-leber.de;;;;;;;;0;;0;;831409203624256;page;1
842;1;;Tim;;Hundertmark;;1;FDP;Baden-Württemberg;28;292;;;;;;;;;;0;;0;;550916001658031;page;1
843;1;;Gudrun Senta;;Wilhelm;;2;FDP;Baden-Württemberg;29;269;;;;100009175526409;;;;;;0;;0;;100009175526409;user;1
844;1;;Hans-Peter;;Semmler;;1;FDP;Baden-Württemberg;30;263;;http://www.semmler.bio;;HPSFDP;https://twitter.com/hps_bw;;;;;0;;0;;HPSFDP;page;1
845;1;;Hendrik;;Tzschaschel;;1;FDP;Baden-Württemberg;31;278;;;;Tzschaschel-387809358277188;;;;;;0;;0;;Tzschaschel-387809358277188;private;0
846;1;;Christian;;Steffen-Stiehl;;1;FDP;Baden-Württemberg;32;293;;https://www.steffen-stiehl.de/;;Christian.Steffen.Stiehl.FDP;;;;;;0;;0;;Christian.Steffen.Stiehl.FDP;page;1
847;1;Dr.;Trutz-Ulrich;;Stephani;;1;FDP;Baden-Württemberg;33;284;;;;;;;;;;0;;0;;;no fb;0
848;1;;Marcel;;Distl;;1;FDP;Baden-Württemberg;34;266;;;;distl.fdp;;;;;;0;;0;;distl.fdp;page;1
849;1;;Volker;;Weil;;1;FDP;Baden-Württemberg;35;259;;http://www.volkerweil.de;;volkerweilfdp;;;;;;0;;0;;volkerweilfdp;page;1
850;1;Dr.;Lutz;;Hermann;;1;FDP;Baden-Württemberg;36;280;;;;;;;;;;0;;0;;764227890398882;page;1
851;1;;Sven;;Kobbelt;;1;FDP;Baden-Württemberg;37;261;;;;;;;;;;0;;0;;615504278657028;page;1
852;1;;Alice ;;Weidel;1979;2;AfD;Baden-Württemberg;1;293;;;;aliceweidel;;;;;;0;;1;0;aliceweidel;page;1
853;1;Prof. Dr.;Lothar ;;Maier;1944;1;AfD;Baden-Württemberg;2;259;;;;;;;;;;0;;1;0;672862506221605;page;1
854;1;Dr.;Marc Stephan ;;Jongen;1968;1;AfD;Baden-Württemberg;3;266;;;;;;;;;;0;;1;0;824813950905349;page;1
855;1;;Markus ;;Frohnmaier;1991;1;AfD;Baden-Württemberg;4;260;;;;frohnmaier;;;;;;0;;1;0;frohnmaier;page;1
856;1;;Thomas ;;Seitz;1967;1;AfD;Baden-Württemberg;5;283;;;;100007260947250;;;;;;0;;1;0;100007260947250;user;1
857;1;;Jürgen ;;Braun;1961;1;AfD;Baden-Württemberg;6;264;;;;braunafd;;;;;;0;;1;0;braunafd;page;1
858;1;;Martin Alexander ;;Hess;1971;1;AfD;Baden-Württemberg;7;265;;;;Martin.Hess.AfD;;;;;;0;;1;0;Martin.Hess.AfD;page;1
859;1;;Volker ;;Münz;1964;1;AfD;Baden-Württemberg;8;263;;http://www.goeppingen.afd-bw.de;;vmuenz;;;;;;0;;1;0;vmuenz;page;1
860;1;;Marc ;;Bernhard;1972;1;AfD;Baden-Württemberg;9;271;;;;;;;;;;0;;1;0;953370261352295;page;1
861;1;;Michael;;Schrodi;1977;1;SPD;Bayern;17;215;;;;;;;;;;0;;1;0;373266896075258;page;1
862;1;;Bela;;Bach;;2;SPD;Bayern;20;221;;http://www.bela-bach.de;;BelaBachSPD;https://twitter.com/bela_bach;http://instagram.com/Bela Bach;;;;0;;0;;BelaBachSPD;page;1
863;1;;Katharina Marianne Ute;;Schrader;;2;SPD;Bayern;22;256;;https://www.katharinaschrader.de/;;schrader;;;;;;0;;0;;schrader;page;1
864;1;;Jörg;;Nürnberger;;1;SPD;Bayern;23;239;;;;;;;;;;0;;0;;219925261501036;page;1
865;1;;Eva Maria;;Linsenbreder;;2;SPD;Bayern;24;251;;;;;;;;;;0;;0;;803558293117944;page;1
866;1;;Lutz;;Egerer;;1;SPD;Bayern;25;241;;http://putzigerer.de;;LutzforBundestag;;;;;;0;;0;;LutzforBundestag;page;1
867;1;;Johanna;;Uekermann;;2;SPD;Bayern;26;231;;;;juekermann;;;;;;0;;0;;juekermann;page;1
868;1;;Johannes;;Foitzik;;1;SPD;Bayern;27;232;;;;johannes.foitzik.5;;;;;;0;;0;;johannes.foitzik.5;private;0
869;1;Dr.;Doris;;Aschenbrenner;;2;SPD;Bayern;28;238;;http://www.aschenbrenner,in;https://www.vorwaerts.de/blogbeitraege/17184;doriswaehlen;https://twitter.com/Aschenbrennerin;https://www.instagram.com/aschenbrennerin/;https://www.youtube.com/channel/UCjxd-0jVxMgPSG6WH3QRCJw;;;0;;0;;doriswaehlen;page;1
870;1;;Abuzar Can;;Erdogan;;1;SPD;Bayern;29;222;;;;;;;;;;0;;0;;847500412058896;page;1
871;1;;Annette Mathilde;;Heidrich;;2;SPD;Bayern;30;212;;;;;;;;;;0;;0;;503773786324296;page;1
872;1;;Markus;;Hümpfer;;1;SPD;Bayern;31;250;;http://www.markus-huempfer.de;;markushuempfer;;;;;;0;;0;;markushuempfer;page;1
873;1;;Anja;;König;;2;SPD;Bayern;32;228;;http://www.anja-koenig-spd.de;;anjakoenigbundestagskandidatin;https://twitter.com/KoenigAnja;;;;;0;;0;;anjakoenigbundestagskandidatin;page;1
874;1;Dr.;Tobias;;Hammerl;;1;SPD;Bayern;33;233;;http://www.derHammerl.de;;derHammerl;https://twitter.com/tobiashammerl;;;;;0;;0;;derHammerl;page;1
875;1;;Christoph Florian;;Schmid;;1;SPD;Bayern;34;254;;;;christophalerheim;;;;;;0;;0;;christophalerheim;page;1
876;1;;Sebastian;;Roloff;;1;SPD;Bayern;35;219;;http://Www.roloff-direkt.de;;Roloff.Direkt;https://twitter.com/SebRoloff;;;;;0;;0;;Roloff.Direkt;page;1
877;1;;Alexander;;Horlamus;;1;SPD;Bayern;36;246;;;;;;;;;;0;;0;;890841861053815;page;1
878;1;Prof. Dr.;Werner;;Widuckel;;1;SPD;Bayern;37;216;;;;;;;;;;0;;0;;507639912624014;page;1
879;1;;Thomas;;Bauske;;1;SPD;Bayern;38;240;;http://www.thomas-bauske.de;;BauskeThomas;;http://www.instagram.com/thomasbauske;https://www.youtube.com/user/Bauske2008;;;0;;0;;BauskeThomas;page;1
880;1;;Enrico;;Corongiu;;1;SPD;Bayern;39;226;;;;;;;;;;0;;0;;678805425610883;page;1
881;1;;Andreas;;Mehltretter;;1;SPD;Bayern;40;214;;https://www.andreas-mehltretter.de;;andreasmehltretterSPD;https://twitter.com/Mehli;;;;;0;;0;;andreasmehltretterSPD;page;1
882;1;;Herbert;;Woerlein;;1;SPD;Bayern;41;253;;https://www.herbertwoerlein.de;;herbertwoerleinmdl;;;https://www.youtube.com/channel/UCRofti7NdDOPau7E8FYP2lA;;;0;;0;;herbertwoerleinmdl;page;1
883;1;;Alexander Mosca;;Spatz;;1;SPD;Bayern;42;247;;http://mosca-spatz.de;;alexander.ms.spd;;;;;;0;;0;;alexander.ms.spd;page;1
884;1;Dr.;Bernhard;;Goodwin;;1;SPD;Bayern;43;220;;;;;;;;;;0;;0;;799545216846857;page;1
885;1;;Hannes;;Gräbner;;1;SPD;Bayern;44;223;;https://hannes-graebner.de/;;HannesGraebner;;;;;;0;;0;;HannesGraebner;page;1
886;1;;Pascal;;Lechler;;1;SPD;Bayern;45;257;;http://www.pascallechler.de;;PascalLechler;;;;;;0;;0;;PascalLechler;page;1
887;1;;Christian;;Winklmeier;;1;SPD;Bayern;46;224;;http://christian-winklmeier.de/;;winklmeier.christian;https://twitter.com/DerWinklmeier;;;;;0;;0;;winklmeier.christian;page;1
888;1;;Filiz;;Cetin;;2;SPD;Bayern;47;;;;;filiz.cetin76;;;;;;0;;0;;filiz.cetin76;private;0
889;1;;Franz Friedrich;;Brunner;;1;SPD;Bayern;48;;;;;;;;;;;0;;0;;;no fb;0
890;1;;Sarah;;Nerb;;2;SPD;Bayern;49;;;;;;;;;;;0;;0;;;no fb;0
891;1;;Christoph;;Rösch;;1;SPD;Bayern;50;;;;;;;;;;;0;;0;;751780708173349;page;1
